,State,County
2214,OK,Logan
2215,OK,Love
2216,OK,McClain
2217,OK,McCurtain
2218,OK,McIntosh
2219,OK,Major
2220,OK,Marshall
2221,OK,Mayes
2222,OK,Murray
2223,OK,Muskogee
2224,OK,Noble
2225,OK,Nowata
2226,OK,Okfuskee
2227,OK,Oklahoma
2228,OK,Okmulgee
2229,OK,Osage
2230,OK,Ottawa
2231,OK,Pawnee
2232,OK,Payne
2233,OK,Pittsburg
2234,OK,Pontotoc
2235,OK,Pottawatomie
2236,OK,Pushmataha
2237,OK,Roger Mills
2238,OK,Rogers
2239,OK,Seminole
2240,OK,Sequoyah
2241,OK,Stephens
2242,OK,Texas
2243,OK,Tillman
2244,OK,Tulsa
2245,OK,Wagoner
2246,OK,Washington
2247,OK,Washita
2248,OK,Woods
2249,OK,Woodward
2250,OR,Oregon
2251,OR,Baker
2252,OR,Benton
2253,OR,Clackamas
2254,OR,Clatsop
2255,OR,Columbia
2256,OR,Coos
2257,OR,Crook
2258,OR,Curry
2259,OR,Deschutes
2260,OR,Douglas
2261,OR,Gilliam
2262,OR,Grant
2263,OR,Harney
2264,OR,Hood River
2265,OR,Jackson
2266,OR,Jefferson
2267,OR,Josephine
2268,OR,Klamath
2269,OR,Lake
2270,OR,Lane
2271,OR,Lincoln
2272,OR,Linn
2273,OR,Malheur
2274,OR,Marion
2275,OR,Morrow
2276,OR,Multnomah
2277,OR,Polk
2278,OR,Sherman
2279,OR,Tillamook
2280,OR,Umatilla
2281,OR,Union
2282,OR,Wallowa
2283,OR,Wasco
2284,OR,Washington
2285,OR,Wheeler
2286,OR,Yamhill
2287,PA,Pennsylvania
2288,PA,Adams
2289,PA,Allegheny
2290,PA,Armstrong
2291,PA,Beaver
2292,PA,Bedford
2293,PA,Berks
2294,PA,Blair
2295,PA,Bradford
2296,PA,Bucks
2297,PA,Butler
2298,PA,Cambria
2299,PA,Cameron
2300,PA,Carbon
2301,PA,Centre
2302,PA,Chester
2303,PA,Clarion
2304,PA,Clearfield
2305,PA,Clinton
2306,PA,Columbia
2307,PA,Crawford
2308,PA,Cumberland
2309,PA,Dauphin
2310,PA,Delaware
2311,PA,Elk
2312,PA,Erie
2313,PA,Fayette
2314,PA,Forest
2315,PA,Franklin
2316,PA,Fulton
2317,PA,Greene
2318,PA,Huntingdon
2319,PA,Indiana
2320,PA,Jefferson
2321,PA,Juniata
2322,PA,Lackawanna
2323,PA,Lancaster
2324,PA,Lawrence
2325,PA,Lebanon
2326,PA,Lehigh
2327,PA,Luzerne
2328,PA,Lycoming
2329,PA,McKean
2330,PA,Mercer
2331,PA,Mifflin
2332,PA,Monroe
2333,PA,Montgomery
2334,PA,Montour
2335,PA,Northampton
2336,PA,Northumberland
2337,PA,Perry
2338,PA,Philadelphia
2339,PA,Pike
2340,PA,Potter
2341,PA,Schuylkill
2342,PA,Snyder
2343,PA,Somerset
2344,PA,Sullivan
2345,PA,Susquehanna
2346,PA,Tioga
2347,PA,Union
2348,PA,Venango
2349,PA,Warren
2350,PA,Washington
2351,PA,Wayne
2352,PA,Westmoreland
2353,PA,Wyoming
2354,PA,York
2355,RI,Rhode Island
2356,RI,Bristol
2357,RI,Kent
2358,RI,Newport
2359,RI,Providence
2360,RI,Washington
2361,SC,South Carolina
2362,SC,Abbeville
2363,SC,Aiken
2364,SC,Allendale
2365,SC,Anderson
2366,SC,Bamberg
2367,SC,Barnwell
2368,SC,Beaufort
2369,SC,Berkeley
2370,SC,Calhoun
2371,SC,Charleston
2372,SC,Cherokee
2373,SC,Chester
2374,SC,Chesterfield
2375,SC,Clarendon
2376,SC,Colleton
2377,SC,Darlington
2378,SC,Dillon
2379,SC,Dorchester
2380,SC,Edgefield
2381,SC,Fairfield
2382,SC,Florence
2383,SC,Georgetown
2384,SC,Greenville
2385,SC,Greenwood
2386,SC,Hampton
2387,SC,Horry
2388,SC,Jasper
2389,SC,Kershaw
2390,SC,Lancaster
2391,SC,Laurens
2392,SC,Lee
2393,SC,Lexington
2394,SC,McCormick
2395,SC,Marion
2396,SC,Marlboro
2397,SC,Newberry
2398,SC,Oconee
2399,SC,Orangeburg
2400,SC,Pickens
2401,SC,Richland
2402,SC,Saluda
2403,SC,Spartanburg
2404,SC,Sumter
2405,SC,Union
2406,SC,Williamsburg
2407,SC,York
2408,SD,South Dakota
2409,SD,Aurora
2410,SD,Beadle
2411,SD,Bennett
2412,SD,Bon Homme
2413,SD,Brookings
2414,SD,Brown
2415,SD,Brule
2416,SD,Buffalo
2417,SD,Butte
2418,SD,Campbell
2419,SD,Charles Mix
2420,SD,Clark
2421,SD,Clay
2422,SD,Codington
2423,SD,Corson
2424,SD,Custer
2425,SD,Davison
2426,SD,Day
2427,SD,Deuel
2428,SD,Dewey
2429,SD,Douglas
2430,SD,Edmunds
2431,SD,Fall River
2432,SD,Faulk
2433,SD,Grant
2434,SD,Gregory
2435,SD,Haakon
2436,SD,Hamlin
2437,SD,Hand
2438,SD,Hanson
2439,SD,Harding
2440,SD,Hughes
2441,SD,Hutchinson
2442,SD,Hyde
2443,SD,Jackson
2444,SD,Jerauld
2445,SD,Jones
2446,SD,Kingsbury
2447,SD,Lake
2448,SD,Lawrence
2449,SD,Lincoln
2450,SD,Lyman
2451,SD,McCook
2452,SD,McPherson
2453,SD,Marshall
2454,SD,Meade
2455,SD,Mellette
2456,SD,Miner
2457,SD,Minnehaha
2458,SD,Moody
2459,SD,Oglala Lakota
2460,SD,Pennington
2461,SD,Perkins
2462,SD,Potter
2463,SD,Roberts
2464,SD,Sanborn
2465,SD,Spink
2466,SD,Stanley
2467,SD,Sully
2468,SD,Todd
2469,SD,Tripp
2470,SD,Turner
2471,SD,Union
2472,SD,Walworth
2473,SD,Yankton
2474,SD,Ziebach
2475,TN,Tennessee
2476,TN,Anderson
2477,TN,Bedford
2478,TN,Benton
2479,TN,Bledsoe
2480,TN,Blount
2481,TN,Bradley
2482,TN,Campbell
2483,TN,Cannon
2484,TN,Carroll
2485,TN,Carter
2486,TN,Cheatham
2487,TN,Chester
2488,TN,Claiborne
2489,TN,Clay
2490,TN,Cocke
2491,TN,Coffee
2492,TN,Crockett
2493,TN,Cumberland
2494,TN,Davidson
2495,TN,Decatur
2496,TN,DeKalb
2497,TN,Dickson
2498,TN,Dyer
2499,TN,Fayette
2500,TN,Fentress
2501,TN,Franklin
2502,TN,Gibson
2503,TN,Giles
2504,TN,Grainger
2505,TN,Greene
2506,TN,Grundy
2507,TN,Hamblen
2508,TN,Hamilton
2509,TN,Hancock
2510,TN,Hardeman
2511,TN,Hardin
2512,TN,Hawkins
2513,TN,Haywood
2514,TN,Henderson
2515,TN,Henry
2516,TN,Hickman
2517,TN,Houston
2518,TN,Humphreys
2519,TN,Jackson
2520,TN,Jefferson
2521,TN,Johnson
2522,TN,Knox
2523,TN,Lake
2524,TN,Lauderdale
2525,TN,Lawrence
2526,TN,Lewis
2527,TN,Lincoln
2528,TN,Loudon
2529,TN,McMinn
2530,TN,McNairy
2531,TN,Macon
2532,TN,Madison
2533,TN,Marion
2534,TN,Marshall
2535,TN,Maury
2536,TN,Meigs
2537,TN,Monroe
2538,TN,Montgomery
2539,TN,Moore
2540,TN,Morgan
2541,TN,Obion
2542,TN,Overton
2543,TN,Perry
2544,TN,Pickett
2545,TN,Polk
2546,TN,Putnam
2547,TN,Rhea
2548,TN,Roane
2549,TN,Robertson
2550,TN,Rutherford
2551,TN,Scott
2552,TN,Sequatchie
2553,TN,Sevier
2554,TN,Shelby
2555,TN,Smith
2556,TN,Stewart
2557,TN,Sullivan
2558,TN,Sumner
2559,TN,Tipton
2560,TN,Trousdale
2561,TN,Unicoi
2562,TN,Union
2563,TN,Van Buren
2564,TN,Warren
2565,TN,Washington
2566,TN,Wayne
2567,TN,Weakley
2568,TN,White
2569,TN,Williamson
2570,TN,Wilson
2571,TX,Texas
2572,TX,Anderson
2573,TX,Andrews
2574,TX,Angelina
2575,TX,Aransas
2576,TX,Archer
2577,TX,Armstrong
2578,TX,Atascosa
2579,TX,Austin
2580,TX,Bailey
2581,TX,Bandera
2582,TX,Bastrop
2583,TX,Baylor
2584,TX,Bee
2585,TX,Bell
2586,TX,Bexar
2587,TX,Blanco
2588,TX,Borden
2589,TX,Bosque
2590,TX,Bowie
2591,TX,Brazoria
2592,TX,Brazos
2593,TX,Brewster
2594,TX,Briscoe
2595,TX,Brooks
2596,TX,Brown
2597,TX,Burleson
2598,TX,Burnet
2599,TX,Caldwell
2600,TX,Calhoun
2601,TX,Callahan
2602,TX,Cameron
2603,TX,Camp
2604,TX,Carson
2605,TX,Cass
2606,TX,Castro
2607,TX,Chambers
2608,TX,Cherokee
2609,TX,Childress
2610,TX,Clay
2611,TX,Cochran
2612,TX,Coke
2613,TX,Coleman
2614,TX,Collin
2615,TX,Collingsworth
2616,TX,Colorado
2617,TX,Comal
2618,TX,Comanche
2619,TX,Concho
2620,TX,Cooke
2621,TX,Coryell
2622,TX,Cottle
2623,TX,Crane
2624,TX,Crockett
2625,TX,Crosby
2626,TX,Culberson
2627,TX,Dallam
2628,TX,Dallas
2629,TX,Dawson
2630,TX,Deaf Smith
2631,TX,Delta
2632,TX,Denton
2633,TX,DeWitt
2634,TX,Dickens
2635,TX,Dimmit
2636,TX,Donley
2637,TX,Duval
2638,TX,Eastland
2639,TX,Ector
2640,TX,Edwards
2641,TX,Ellis
2642,TX,El Paso
2643,TX,Erath
2644,TX,Falls
2645,TX,Fannin
2646,TX,Fayette
2647,TX,Fisher
2648,TX,Floyd
2649,TX,Foard
2650,TX,Fort Bend
2651,TX,Franklin
2652,TX,Freestone
2653,TX,Frio
2654,TX,Gaines
2655,TX,Galveston
2656,TX,Garza
2657,TX,Gillespie
2658,TX,Glasscock
2659,TX,Goliad
2660,TX,Gonzales
2661,TX,Gray
2662,TX,Grayson
2663,TX,Gregg
2664,TX,Grimes
2665,TX,Guadalupe
2666,TX,Hale
2667,TX,Hall
2668,TX,Hamilton
2669,TX,Hansford
2670,TX,Hardeman
2671,TX,Hardin
2672,TX,Harris
2673,TX,Harrison
2674,TX,Hartley
2675,TX,Haskell
2676,TX,Hays
2677,TX,Hemphill
2678,TX,Henderson
2679,TX,Hidalgo
2680,TX,Hill
2681,TX,Hockley
2682,TX,Hood
2683,TX,Hopkins
2684,TX,Houston
2685,TX,Howard
2686,TX,Hudspeth
2687,TX,Hunt
2688,TX,Hutchinson
2689,TX,Irion
2690,TX,Jack
2691,TX,Jackson
2692,TX,Jasper
2693,TX,Jeff Davis
2694,TX,Jefferson
2695,TX,Jim Hogg
2696,TX,Jim Wells
2697,TX,Johnson
2698,TX,Jones
2699,TX,Karnes
2700,TX,Kaufman
2701,TX,Kendall
2702,TX,Kenedy
2703,TX,Kent
2704,TX,Kerr
2705,TX,Kimble
2706,TX,King
2707,TX,Kinney
2708,TX,Kleberg
2709,TX,Knox
2710,TX,Lamar
2711,TX,Lamb
2712,TX,Lampasas
2713,TX,La Salle
2714,TX,Lavaca
2715,TX,Lee
2716,TX,Leon
2717,TX,Liberty
2718,TX,Limestone
2719,TX,Lipscomb
2720,TX,Live Oak
2721,TX,Llano
2722,TX,Loving
2723,TX,Lubbock
2724,TX,Lynn
2725,TX,McCulloch
2726,TX,McLennan
2727,TX,McMullen
2728,TX,Madison
2729,TX,Marion
2730,TX,Martin
2731,TX,Mason
2732,TX,Matagorda
2733,TX,Maverick
2734,TX,Medina
2735,TX,Menard
2736,TX,Midland
2737,TX,Milam
2738,TX,Mills
2739,TX,Mitchell
2740,TX,Montague
2741,TX,Montgomery
2742,TX,Moore
2743,TX,Morris
2744,TX,Motley
2745,TX,Nacogdoches
2746,TX,Navarro
2747,TX,Newton
2748,TX,Nolan
2749,TX,Nueces
2750,TX,Ochiltree
2751,TX,Oldham
2752,TX,Orange
2753,TX,Palo Pinto
2754,TX,Panola
2755,TX,Parker
2756,TX,Parmer
2757,TX,Pecos
2758,TX,Polk
2759,TX,Potter
2760,TX,Presidio
2761,TX,Rains
2762,TX,Randall
2763,TX,Reagan
2764,TX,Real
2765,TX,Red River
2766,TX,Reeves
2767,TX,Refugio
2768,TX,Roberts
2769,TX,Robertson
2770,TX,Rockwall
2771,TX,Runnels
2772,TX,Rusk
2773,TX,Sabine
2774,TX,San Augustine
2775,TX,San Jacinto
2776,TX,San Patricio
2777,TX,San Saba
2778,TX,Schleicher
2779,TX,Scurry
2780,TX,Shackelford
2781,TX,Shelby
2782,TX,Sherman
2783,TX,Smith
2784,TX,Somervell
2785,TX,Starr
2786,TX,Stephens
2787,TX,Sterling
2788,TX,Stonewall
2789,TX,Sutton
2790,TX,Swisher
2791,TX,Tarrant
2792,TX,Taylor
2793,TX,Terrell
2794,TX,Terry
2795,TX,Throckmorton
2796,TX,Titus
2797,TX,Tom Green
2798,TX,Travis
2799,TX,Trinity
2800,TX,Tyler
2801,TX,Upshur
2802,TX,Upton
2803,TX,Uvalde
2804,TX,Val Verde
2805,TX,Van Zandt
2806,TX,Victoria
2807,TX,Walker
2808,TX,Waller
2809,TX,Ward
2810,TX,Washington
2811,TX,Webb
2812,TX,Wharton
2813,TX,Wheeler
2814,TX,Wichita
2815,TX,Wilbarger
2816,TX,Willacy
2817,TX,Williamson
2818,TX,Wilson
2819,TX,Winkler
2820,TX,Wise
2821,TX,Wood
2822,TX,Yoakum
2823,TX,Young
2824,TX,Zapata
2825,TX,Zavala
2826,UT,Utah
2827,UT,Beaver
2828,UT,Box Elder
2829,UT,Cache
2830,UT,Carbon
2831,UT,Daggett
2832,UT,Davis
2833,UT,Duchesne
2834,UT,Emery
2835,UT,Garfield
2836,UT,Grand
2837,UT,Iron
2838,UT,Juab
2839,UT,Kane
2840,UT,Millard
2841,UT,Morgan
2842,UT,Piute
2843,UT,Rich
2844,UT,Salt Lake
2845,UT,San Juan
2846,UT,Sanpete
2847,UT,Sevier
2848,UT,Summit
2849,UT,Tooele
2850,UT,Uintah
2851,UT,Utah
2852,UT,Wasatch
2853,UT,Washington
2854,UT,Wayne
2855,UT,Weber
2856,VT,Vermont
2857,VT,Addison
2858,VT,Bennington
2859,VT,Caledonia
2860,VT,Chittenden
2861,VT,Essex
2862,VT,Franklin
2863,VT,Grand Isle
2864,VT,Lamoille
2865,VT,Orange
2866,VT,Orleans
2867,VT,Rutland
2868,VT,Washington
2869,VT,Windham
2870,VT,Windsor
2871,VA,Virginia
2872,VA,Accomack
2873,VA,Albemarle
2874,VA,Alleghany
2875,VA,Amelia
2876,VA,Amherst
2877,VA,Appomattox
2878,VA,Arlington
2879,VA,Augusta
2880,VA,Bath
2881,VA,Bedford
2882,VA,Bland
2883,VA,Botetourt
2884,VA,Brunswick
2885,VA,Buchanan
2886,VA,Buckingham
2887,VA,Campbell
2888,VA,Caroline
2889,VA,Carroll
2890,VA,Charles City
2891,VA,Charlotte
2892,VA,Chesterfield
2893,VA,Clarke
2894,VA,Craig
2895,VA,Culpeper
2896,VA,Cumberland
2897,VA,Dickenson
2898,VA,Dinwiddie
2899,VA,Essex
2900,VA,Fairfax
2901,VA,Fauquier
2902,VA,Floyd
2903,VA,Fluvanna
2904,VA,Franklin
2905,VA,Frederick
2906,VA,Giles
2907,VA,Gloucester
2908,VA,Goochland
2909,VA,Grayson
2910,VA,Greene
2911,VA,Greensville
2912,VA,Halifax
2913,VA,Hanover
2914,VA,Henrico
2915,VA,Henry
2916,VA,Highland
2917,VA,Isle of Wight
2918,VA,James City
2919,VA,King and Queen
2920,VA,King George
2921,VA,King William
2922,VA,Lancaster
2923,VA,Lee
2924,VA,Loudoun
2925,VA,Louisa
2926,VA,Lunenburg
2927,VA,Madison
2928,VA,Mathews
2929,VA,Mecklenburg
2930,VA,Middlesex
2931,VA,Montgomery
2932,VA,Nelson
2933,VA,New Kent
2934,VA,Northampton
2935,VA,Northumberland
2936,VA,Nottoway
2937,VA,Orange
2938,VA,Page
2939,VA,Patrick
2940,VA,Pittsylvania
2941,VA,Powhatan
2942,VA,Prince Edward
2943,VA,Prince George
2944,VA,Prince William
2945,VA,Pulaski
2946,VA,Rappahannock
2947,VA,Richmond
2948,VA,Roanoke
2949,VA,Rockbridge
2950,VA,Rockingham
2951,VA,Russell
2952,VA,Scott
2953,VA,Shenandoah
2954,VA,Smyth
2955,VA,Southampton
2956,VA,Spotsylvania
2957,VA,Stafford
2958,VA,Surry
2959,VA,Sussex
2960,VA,Tazewell
2961,VA,Warren
2962,VA,Washington
2963,VA,Westmoreland
2964,VA,Wise
2965,VA,Wythe
2966,VA,York
2967,VA,Alexandria
2968,VA,Bedford
2969,VA,Bristol
2970,VA,Buena Vista
2971,VA,Charlottesville
2972,VA,Chesapeake
2973,VA,Colonial Heights
2974,VA,Covington
2975,VA,Danville
2976,VA,Emporia
2977,VA,Fairfax
2978,VA,Falls Church
2979,VA,Franklin
2980,VA,Fredericksburg
2981,VA,Galax
2982,VA,Hampton
2983,VA,Harrisonburg
2984,VA,Hopewell
2985,VA,Lexington
2986,VA,Lynchburg
2987,VA,Manassas
2988,VA,Manassas Park
2989,VA,Martinsville
2990,VA,Newport News
2991,VA,Norfolk
2992,VA,Norton
2993,VA,Petersburg
2994,VA,Poquoson
2995,VA,Portsmouth
2996,VA,Radford
2997,VA,Richmond
2998,VA,Roanoke
2999,VA,Salem
3000,VA,Staunton
3001,VA,Suffolk
3002,VA,Virginia Beach
3003,VA,Waynesboro
3004,VA,Williamsburg
3005,VA,Winchester
3006,WA,Washington
3007,WA,Adams
3008,WA,Asotin
3009,WA,Benton
3010,WA,Chelan
3011,WA,Clallam
3012,WA,Clark
3013,WA,Columbia
3014,WA,Cowlitz
3015,WA,Douglas
3016,WA,Ferry
3017,WA,Franklin
3018,WA,Garfield
3019,WA,Grant
3020,WA,Grays Harbor
3021,WA,Island
3022,WA,Jefferson
3023,WA,King
3024,WA,Kitsap
3025,WA,Kittitas
3026,WA,Klickitat
3027,WA,Lewis
3028,WA,Lincoln
3029,WA,Mason
3030,WA,Okanogan
3031,WA,Pacific
3032,WA,Pend Oreille
3033,WA,Pierce
3034,WA,San Juan
3035,WA,Skagit
3036,WA,Skamania
3037,WA,Snohomish
3038,WA,Spokane
3039,WA,Stevens
3040,WA,Thurston
3041,WA,Wahkiakum
3042,WA,Walla Walla
3043,WA,Whatcom
3044,WA,Whitman
3045,WA,Yakima
3046,WV,West Virginia
3047,WV,Barbour
3048,WV,Berkeley
3049,WV,Boone
3050,WV,Braxton
3051,WV,Brooke
3052,WV,Cabell
3053,WV,Calhoun
3054,WV,Clay
3055,WV,Doddridge
3056,WV,Fayette
3057,WV,Gilmer
3058,WV,Grant
3059,WV,Greenbrier
3060,WV,Hampshire
3061,WV,Hancock
3062,WV,Hardy
3063,WV,Harrison
3064,WV,Jackson
3065,WV,Jefferson
3066,WV,Kanawha
3067,WV,Lewis
3068,WV,Lincoln
3069,WV,Logan
3070,WV,McDowell
3071,WV,Marion
3072,WV,Marshall
3073,WV,Mason
3074,WV,Mercer
3075,WV,Mineral
3076,WV,Mingo
3077,WV,Monongalia
3078,WV,Monroe
3079,WV,Morgan
3080,WV,Nicholas
3081,WV,Ohio
3082,WV,Pendleton
3083,WV,Pleasants
3084,WV,Pocahontas
3085,WV,Preston
3086,WV,Putnam
3087,WV,Raleigh
3088,WV,Randolph
3089,WV,Ritchie
3090,WV,Roane
3091,WV,Summers
3092,WV,Taylor
3093,WV,Tucker
3094,WV,Tyler
3095,WV,Upshur
3096,WV,Wayne
3097,WV,Webster
3098,WV,Wetzel
3099,WV,Wirt
3100,WV,Wood
3101,WV,Wyoming
3102,WI,Wisconsin
3103,WI,Adams
3104,WI,Ashland
3105,WI,Barron
3106,WI,Bayfield
3107,WI,Brown
3108,WI,Buffalo
3109,WI,Burnett
3110,WI,Calumet
3111,WI,Chippewa
3112,WI,Clark
3113,WI,Columbia
3114,WI,Crawford
3115,WI,Dane
3116,WI,Dodge
3117,WI,Door
3118,WI,Douglas
3119,WI,Dunn
3120,WI,Eau Claire
3121,WI,Florence
3122,WI,Fond du Lac
3123,WI,Forest
3124,WI,Grant
3125,WI,Green
3126,WI,Green Lake
3127,WI,Iowa
3128,WI,Iron
3129,WI,Jackson
3130,WI,Jefferson
3131,WI,Juneau
3132,WI,Kenosha
3133,WI,Kewaunee
3134,WI,La Crosse
3135,WI,Lafayette
3136,WI,Langlade
3137,WI,Lincoln
3138,WI,Manitowoc
3139,WI,Marathon
3140,WI,Marinette
3141,WI,Marquette
3142,WI,Menominee
3143,WI,Milwaukee
3144,WI,Monroe
3145,WI,Oconto
3146,WI,Oneida
3147,WI,Outagamie
3148,WI,Ozaukee
3149,WI,Pepin
3150,WI,Pierce
3151,WI,Polk
3152,WI,Portage
3153,WI,Price
3154,WI,Racine
3155,WI,Richland
3156,WI,Rock
3157,WI,Rusk
3158,WI,St. Croix
3159,WI,Sauk
3160,WI,Sawyer
3161,WI,Shawano
3162,WI,Sheboygan
3163,WI,Taylor
3164,WI,Trempealeau
3165,WI,Vernon
3166,WI,Vilas
3167,WI,Walworth
3168,WI,Washburn
3169,WI,Washington
3170,WI,Waukesha
3171,WI,Waupaca
3172,WI,Waushara
3173,WI,Winnebago
3174,WI,Wood
3175,WY,Wyoming
3176,WY,Albany
3177,WY,Big Horn
3178,WY,Campbell
3179,WY,Carbon
3180,WY,Converse
3181,WY,Crook
3182,WY,Fremont
3183,WY,Goshen
3184,WY,Hot Springs
3185,WY,Johnson
3186,WY,Laramie
3187,WY,Lincoln
3188,WY,Natrona
3189,WY,Niobrara
3190,WY,Park
3191,WY,Platte
3192,WY,Sheridan
3193,WY,Sublette
3194,WY,Sweetwater
3195,WY,Teton
3196,WY,Uinta
3197,WY,Washakie
3198,WY,Weston
3199,PR,Puerto Rico
3200,PR,Adjuntas
3201,PR,Aguada
3202,PR,Aguadilla
3203,PR,Aguas Buenas
3204,PR,Aibonito
3205,PR,Añasco
3206,PR,Arecibo
3207,PR,Arroyo
3208,PR,Barceloneta
3209,PR,Barranquitas
3210,PR,Bayamón
3211,PR,Cabo Rojo
3212,PR,Caguas
3213,PR,Camuy
3214,PR,Canóvanas
3215,PR,Carolina
3216,PR,Cataño
3217,PR,Cayey
3218,PR,Ceiba
3219,PR,Ciales
3220,PR,Cidra
3221,PR,Coamo
3222,PR,Comerío
3223,PR,Corozal
3224,PR,Culebra
3225,PR,Dorado
3226,PR,Fajardo
3227,PR,Florida
3228,PR,Guánica
3229,PR,Guayama
3230,PR,Guayanilla
3231,PR,Guaynabo
3232,PR,Gurabo
3233,PR,Hatillo
3234,PR,Hormigueros
3235,PR,Humacao
3236,PR,Isabela
3237,PR,Jayuya
3238,PR,Juana Díaz
3239,PR,Juncos
3240,PR,Lajas
3241,PR,Lares
3242,PR,Las Marías
3243,PR,Las Piedras
3244,PR,Loíza
3245,PR,Luquillo
3246,PR,Manatí
3247,PR,Maricao
3248,PR,Maunabo
3249,PR,Mayagüez
3250,PR,Moca
3251,PR,Morovis
3252,PR,Naguabo
3253,PR,Naranjito
3254,PR,Orocovis
3255,PR,Patillas
3256,PR,Peñuelas
3257,PR,Ponce
3258,PR,Quebradillas
3259,PR,Rincón
3260,PR,Río Grande
3261,PR,Sabana Grande
3262,PR,Salinas
3263,PR,San Germán
3264,PR,San Juan
3265,PR,San Lorenzo
3266,PR,San Sebastián
3267,PR,Santa Isabel
3268,PR,Toa Alta
3269,PR,Toa Baja
3270,PR,Trujillo Alto
3271,PR,Utuado
3272,PR,Vega Alta
3273,PR,Vega Baja
3274,PR,Vieques
3275,PR,Villalba
3276,PR,Yabucoa
3277,PR,Yauco
